TIME,OWNED,SEX,EDLVL,AGE,Playfulness,ValueUtility,FeelDeviceDependence,ATUseSophistication,FeelTimeManagingDevice,UseSelfEfficacy,NonPlayfulness,ValueHedonistic,VU,VH
15,33,2,6,32,-1.372398368,0.0843282465,1.1366263179,-1.655871637,0.1871130785,0.0161982063,0.6049755993,-0.440958037,,0
60,45,1,4,47,-0.373128347,1.3694400947,-0.103721904,-0.216325342,-0.646802231,1.0665676135,-0.026248193,0.1945070476,1,
130,37,1,4,45,-1.234068018,-0.58680774,0.4840242828,-1.574937655,-0.709131062,-0.222522661,0.9289508069,-0.195081966,0,
105,15,2,5,33,-0.164362325,-0.197763109,0.8442819806,0.470297337,-0.756378708,-0.667925723,-1.699271759,0.1356904574,,
30,78,2,6,36,-0.140864033,-0.081667104,2.0514045675,0.5448442254,-2.62955457,-0.921080491,-0.76651148,-0.266583862,,0
300,120,2,6,30,-0.303840698,-0.330879789,-0.169942337,1.6679476294,0.4690709466,-1.084297507,-1.160502304,0.0558846189,0,
60,84,2,6,53,1.2388822712,-0.634110763,1.1206349146,0.605723521,0.4573780052,-0.217547788,-0.157384243,0.559899215,0,1
240,60,2,6,33,-0.48561144,-0.583310815,-0.326210075,-0.812297896,0.7303500122,1.2634256948,1.1906908764,0.2382148562,0,
120,96,2,6,32,-0.295916633,-1.232910196,-0.072350356,-0.020610237,0.512446842,0.5669983483,-0.666740617,2.0520300476,0,1
120,84,2,6,29,0.5156366355,0.4017007487,1.3410277385,-0.690074365,-0.034757376,0.2661498621,-0.820412646,0.2861250484,1,1
60,84,2,6,31,-0.276179674,-0.456652622,-0.371814683,0.2563884064,0.2886210488,-0.085106848,0.1313489539,-0.223072272,0,
120,48,2,5,25,0.1777028364,-0.076939209,0.0162786676,0.5575606468,1.272809686,-1.057339709,-0.327975631,-0.530928216,,0
240,60,1,5,25,-1.686588933,-0.447044548,-0.507401164,0.3500215541,-0.958494326,0.8017252879,1.91788689,-0.8701685,0,0
240,72,2,5,23,-0.255453736,-0.539528822,-0.689208011,-0.944590601,-1.848149491,0.5114497679,-1.509897599,-0.394348576,0,0
300,72,2,5,24,-0.304684037,-0.951130956,-0.706748944,-1.800412991,-0.681477806,-0.055913726,-0.43962467,-0.917768218,0,0
180,72,2,6,40,-0.484759051,-0.476338352,-0.118829082,0.3155543002,-0.723120139,-0.608450974,0.3839594796,0.3171934357,0,1
360,120,1,5,27,-0.22599286,-0.501347168,0.1780517095,-0.242072862,-0.508395002,0.4300873234,-0.072051175,-0.475331803,0,0
180,84,1,6,25,0.5243929074,-0.125774196,-1.164040443,-0.56751293,0.73884314,-0.36599474,1.1656810319,0.7683900819,,1
180,96,1,5,26,-0.150348276,1.8547699038,-1.737103461,1.0183823119,0.8740351333,0.7245228965,-0.494290867,-0.392401532,1,0
420,96,2,5,48,-0.009181386,-0.342309144,0.5656903443,-0.914000843,-0.53114831,-0.354890359,-0.653281669,2.3681841978,0,1
180,108,1,6,26,0.1979404522,0.5225715845,-1.295275002,-0.892292573,-0.622979109,-0.002746211,-0.712431433,-0.78164772,1,0
120,108,1,5,24,0.6458189741,-0.094232741,-0.845251006,-0.475645285,0.7813147036,-0.950136849,-0.406633243,-0.402986874,,0
60,84,2,6,28,-0.188913893,1.6034084682,0.5683043838,-0.13073642,0.9553111737,0.3715271478,-0.57473381,-0.273118599,1,0
120,72,1,5,44,1.5667098035,2.8996669079,-1.828242825,0.8567463005,1.4759986948,-1.137272432,2.1241903456,-0.179223281,1,
120,72,1,6,28,2.5562792947,0.2558226321,1.2344679469,-1.983585014,-1.853562558,-1.138054046,1.8815794284,1.6104654104,1,1
180,60,1,6,26,0.8803542326,-0.189177456,-1.216075303,0.7777731198,-0.376700044,1.4731463695,-0.084148413,-0.517524488,,0
60,120,1,5,49,0.5421601119,1.0208136985,0.4595837052,-1.201373447,0.6481193475,-0.953990155,-0.423697325,0.5638390951,1,1
60,60,2,5,25,0.3969467233,-0.102706082,0.8319762689,0.3356892842,0.4545407518,0.1449146203,-0.407770758,-1.172400034,,0
60,60,2,5,51,1.540202379,0.7243819339,0.2425397845,-0.018498777,1.1614962517,2.6986006766,-0.232970644,1.8947099682,1,1
120,60,2,5,37,0.0319555662,0.4771065165,-0.97174058,1.252003304,1.3301568801,-1.090366039,-0.407640914,-0.398552934,1,0
60,108,2,6,30,-0.934492602,-0.12683227,0.2932358603,-0.136735424,0.2873738175,-0.640425561,-0.344839643,0.5101130974,,1
120,108,2,5,43,-1.326981765,0.7974778271,0.3402190954,-0.228138665,-0.316098715,-0.387883747,-0.761802878,-0.438852825,1,0
240,96,2,4,28,2.164730476,-0.777045904,-0.291525596,-0.761578372,0.235163332,-1.136257449,1.2896218416,1.3079720373,0,1
60,60,1,4,45,0.0930118006,-0.459469218,-0.553851508,-0.370317961,0.8006049271,3.0426250168,-0.152179307,1.7389628635,0,1
180,60,2,5,51,-0.178860467,-0.908131025,0.0901112845,0.9481800091,0.4110258271,2.5221858647,-0.567551841,-0.073720347,0,
180,108,1,6,27,2.158688301,0.2940022891,-0.295098443,-0.716449814,0.9472884403,-0.573032522,1.2404952785,-1.060349339,1,0
120,48,2,6,54,0.038231081,-1.388307178,0.1125044195,-0.768971928,-1.176814301,-0.850413912,-0.321740967,0.356343555,0,1
60,48,2,6,35,2.2121115926,-0.369901962,0.7275204983,-0.605813321,0.8723478163,-0.607963876,1.2749369485,1.839773865,0,1
60,84,2,5,26,0.7552715509,-0.606132387,1.507219278,-1.014557413,-0.203551665,-0.359156824,-0.402871696,-0.282246436,0,0
60,48,2,5,50,-0.412776323,0.7541279487,1.5424283503,-0.126439285,-0.315605218,1.0438616893,0.0302732183,-0.153783174,1,
300,84,1,5,26,-0.838204877,-0.174907099,-0.391675741,-0.996024597,-1.836841573,0.2891327454,-0.429347855,-0.36661897,,0
60,120,2,3,51,1.916808611,-1.324642976,1.79296532,-0.569742532,0.9683679707,2.4280293242,-0.359152338,1.1288871383,0,1
60,96,2,6,40,0.3132526783,0.2379086492,1.4641088233,0.8040786285,0.4084699811,0.4734277788,-0.205409556,0.0922828071,,
60,12,2,5,29,0.5029632614,0.0777305712,0.536734251,-0.305245932,0.2565880008,-1.140478333,-0.434355349,-0.177776854,,
120,36,2,6,37,-0.009486668,-0.794497182,-0.387707747,-0.070979771,-0.457541243,-0.895987106,0.1779140934,0.6836716023,0,1
360,72,2,5,33,0.2304545442,0.1863351875,-0.608592519,-1.999658682,0.3983445969,-0.919353456,-0.465619307,-0.740809907,,0
240,96,1,6,23,-0.356516051,-0.799163754,0.0986816867,0.2027196823,0.1355633736,-0.68319989,-0.29728511,-0.571798777,0,0
60,84,1,6,31,1.5519641844,0.3247196236,1.7220226119,0.424238668,0.7081959281,1.421487135,-0.412689261,-0.872010499,1,0
240,96,2,6,27,0.1119702069,-0.668012824,-1.155544653,0.4522264769,0.3676305793,-0.557295717,1.20841807,-0.953892664,0,0
240,84,2,6,32,-0.382495045,-0.728510786,-0.368250505,-1.009375583,-1.235717323,-0.108842872,0.2925785555,0.1045362612,0,
120,96,1,6,31,-1.775174749,-0.695031597,0.4527682143,-0.332983137,-0.489259125,-0.244777217,0.190108268,0.063733525,0,
180,84,1,5,26,0.5766958372,0.3327883799,0.1770137444,0.724729737,0.7117077176,-0.263523107,-0.241268317,-1.044758338,1,0
180,84,1,5,24,0.8196042884,-0.833443445,-0.290613501,-0.87539131,0.1817826384,0.5451829071,-0.342605892,-0.940285109,0,0
180,84,2,4,26,-0.254772255,-1.15679592,-1.010544689,0.4797267928,0.9735282225,-0.424971202,-1.295626228,-0.681756866,0,0
180,84,1,6,29,-0.04931543,-0.074521772,-0.394402615,-0.5926896,-0.066114051,-0.633776486,-0.061259839,-1.071817308,,0
240,72,1,6,24,0.1032799975,-0.223114519,-0.405076788,-0.999408906,-1.955928577,-0.874448026,-0.696797573,-0.316899829,,0
120,96,2,5,38,0.0877922046,0.4942513092,-0.616980678,-0.739451892,-0.627408415,-0.167115728,-0.331256962,0.2171782041,1,
180,192,1,5,44,2.2871397376,-0.295575541,-0.19579937,1.0964143026,0.1249004458,-1.300515426,1.3786806404,0.229816116,0,
120,48,2,6,26,0.4497272148,1.0067298088,0.4429127378,1.1295892019,-1.118799014,-0.426946058,-0.189086406,0.4579741481,1,1
180,54,1,5,24,-0.238854706,1.2867830031,-0.552240141,-0.332270442,-0.483235089,0.0896907854,-0.556392878,0.3286607814,1,1
180,60,1,5,26,0.9075196773,1.4445618915,0.0301656159,-0.963672811,0.3001932915,1.1388365563,-1.319324712,-1.172867288,1,0
120,60,2,5,27,-0.182966233,0.4086828817,-0.148068877,0.7318680308,0.3381482579,-0.869502198,0.2266735804,-0.635565445,1,0
60,60,1,5,26,1.9690800474,1.5956767083,1.7359813382,1.0109148512,0.7815861416,0.5195276399,1.5344968112,0.1200491994,1,
120,72,1,6,27,-0.351508007,-1.346662505,0.2101803732,0.4293901615,0.3801664044,1.0774295089,0.2538870945,-0.492736495,0,0
120,60,1,5,27,-0.866551527,1.840070842,-0.376641996,-0.771666335,0.3962812707,-0.02726681,-1.437203675,-1.651059797,1,0
120,60,2,5,28,0.197395029,-0.570726277,-0.580873129,-0.481659501,-0.118845123,-0.749267044,-0.193449102,-0.598344268,0,0
60,84,2,5,23,0.5019001323,0.341133406,0.3183693613,-0.556501914,-1.039891633,-0.693975784,-0.360391626,-0.928085394,1,0
60,96,1,5,25,1.157834728,-1.008715247,-0.063690556,-0.021799116,0.0202534776,-0.547964002,0.454125462,-0.343757573,0,0
120,72,2,5,29,0.0587219266,0.0024446714,0.3775798686,-0.422783164,0.4329339963,-0.995608877,0.0909749177,0.0469190229,,
120,60,1,5,26,0.1510199,1.5485295427,-1.164599693,-0.017102228,0.6835388846,-0.110064757,1.1511831711,0.1006688495,1,
60,60,2,6,30,0.9538362157,-0.826234902,-0.765491078,0.473575384,0.7863539637,-0.498781925,0.1473023743,0.3958275866,0,1
60,60,2,5,27,0.1471246702,-1.54657612,0.2525163147,0.5786568995,0.4711505996,-0.151054937,1.1642707971,-0.735460872,0,0
180,96,2,5,23,0.6291918467,0.1806911032,-0.799635634,0.0803520935,-0.297009561,-0.240855892,-0.281722762,-0.980452897,,0
120,48,2,4,29,0.393091294,-0.038405497,-0.665366118,0.0280715656,0.0809661492,-0.890187559,0.3942785004,-0.40661129,,0
240,120,1,5,26,0.5827594246,-0.820137286,-0.0445851,-0.071387869,-1.348677658,0.6940558817,1.3186806737,0.9592361387,0,1
120,60,1,4,53,-0.295450758,-0.211367462,0.0531445641,1.4834119155,-0.339615295,1.2746747682,0.8934128119,-0.76228483,,0
60,36,2,5,28,1.1344835444,0.3610508462,0.3666357841,-0.797214569,1.20810755,-0.157005302,-0.778009062,0.8640158443,1,1
60,84,1,5,58,0.1779984101,-0.318773755,0.1276057146,0.4178242022,0.2618362018,0.3569385347,-0.471258463,0.4811344319,0,1
240,84,1,4,28,-0.031123822,-0.367853285,-0.511651282,-0.225184308,-1.121123484,0.7112645029,0.62276608,-0.929558602,0,0
180,48,2,5,26,0.4046795351,1.1174785073,-0.139848367,-0.677540052,-0.658124236,-1.056440964,-0.383649081,0.2996699295,1,1
120,72,1,5,24,0.9499889105,-0.579227292,-0.092463506,-0.211364738,0.9211672341,-1.00538286,-0.083952479,-0.591391207,0,0
120,48,1,4,32,0.2408310301,-1.078230428,-0.099665645,1.1172051008,-0.232851155,-0.976033062,0.4400290909,-1.328139327,0,0
120,48,1,6,22,0.1335787789,-0.870058746,-0.969092616,-1.559716481,0.5715725302,0.1863693389,-0.649797197,-0.189929469,0,
180,48,1,6,26,1.9084255725,2.3683420933,-1.082006482,0.3746908849,0.2444262649,2.3012399558,1.8294152346,0.0349377315,1,
180,66,1,5,26,1.3884739698,-0.586458215,-0.048952756,0.3073137295,-0.116080638,-0.142418147,0.5072386755,-0.667748177,0,0
360,84,2,5,34,-0.622031127,-0.635683108,0.0825809374,0.5739896453,0.2363512064,-0.948433636,-0.078558453,1.5500360527,0,1
120,72,1,5,26,0.5657012458,0.1363688027,0.1123381547,0.0393400012,-0.389936553,0.3844786243,-0.410491863,-0.325347368,,0
180,84,1,6,21,0.1235206891,-0.26722545,-1.025451688,0.5430461721,0.460240041,-0.288567272,-0.384475747,-0.91792478,0,0
60,60,2,5,51,-0.164850435,-0.560637642,-0.144845559,-0.159403434,-0.432155446,0.1805629628,0.8138379288,1.6887305634,0,1
180,72,2,6,25,0.537790456,-0.40161049,0.0318105499,-1.397599564,-1.421213457,-0.498188459,-0.683391635,-0.083172917,0,
60,60,2,6,34,-0.279560504,2.0964384275,2.2853134492,0.8262415299,0.5615157276,-1.32782752,1.262885559,1.4389099143,1,1
360,120,1,4,40,0.381266172,0.444593576,0.0412168583,-1.379073463,-1.059662543,-0.979078258,-0.370478304,0.8645601555,1,1
240,60,1,6,23,0.8329303364,1.6959189475,-2.077529338,-1.605516354,1.808776801,-0.998346595,-0.6008308,-0.338347438,1,0
120,180,2,5,28,-1.15952724,0.100994013,-0.979580254,0.734607331,1.0473092819,-0.204425063,1.1872137149,1.3316327814,,1
180,84,1,6,26,-0.039174432,-0.606914251,-1.359934973,-0.522118897,0.8264167188,-0.872220303,0.6538100874,-0.152320735,0,
180,72,2,6,33,0.4122430631,-0.11920821,-0.496590344,-0.574117153,-1.230133164,-0.201123363,0.0273123746,-0.012177051,,
120,120,2,6,33,-0.526817421,-0.509666593,-0.396359884,1.5192471579,-1.010917651,-0.776652405,0.4091148944,0.5211878306,0,1
240,72,1,5,25,0.7956495394,1.0981926678,2.7327243908,-1.85445338,0.1887033735,1.3087059404,-0.280129017,-0.549100166,1,0
120,72,2,5,32,-0.448164852,0.897258848,-0.431242775,-0.09631638,0.1217423946,-0.890995603,0.1747326417,-0.598188724,1,0
240,72,2,6,40,0.9052957287,0.8197370187,-0.404672439,-1.611503812,-1.438878026,-0.990516041,-0.404428154,-0.11958237,1,
60,72,1,5,43,0.7528639829,0.5355744073,0.3814346503,-1.051509008,-1.756167125,0.1790050251,-0.3605991,0.1171008283,1,
60,72,2,5,34,1.1009040645,0.6350611982,0.8804385007,0.445260017,0.6703222811,-0.399257854,0.1174505998,-0.976985652,1,0
300,84,2,5,38,2.0323229787,-1.249705616,0.4085733273,-2.150692819,-1.505296172,-0.749582077,-0.41805019,-1.193904977,0,0
180,156,1,6,28,0.1281359488,1.0355709192,-0.349747718,0.7068938317,0.7075896858,-0.44986757,-0.392886942,-0.878012344,1,0
60,180,1,5,37,1.2333979885,1.5795984256,-0.029789518,0.2276284758,1.3812283849,1.9811597449,0.4530576447,0.7837221829,1,1
60,48,2,6,37,0.9431466102,-1.697372932,2.2377364664,0.576620566,-1.343480584,-0.538417511,-0.280694761,1.1788186355,0,1
60,84,2,6,32,2.2517290214,0.8806897204,-1.504015212,0.7472873932,1.2589465168,-0.942009758,-0.005673956,0.8055258806,1,1
60,72,2,5,23,-0.601662363,1.9685984232,0.9409423932,-0.691065539,0.0352046429,0.3880578637,0.4850490551,-0.972657413,1,0
120,96,1,6,23,0.2631679583,2.1360065385,-0.779636089,-1.06049502,0.8125998933,-0.97328408,-0.368609518,-1.141117971,1,0
180,60,1,5,40,-0.932231705,-0.331775858,-0.187711567,0.9258430139,-1.407346389,0.1093989957,-0.99249459,-0.106631914,0,
60,36,2,6,40,0.3382493366,-0.23736203,0.3019933337,0.4307519171,0.2573118709,0.5687768609,-0.287266463,-0.525247467,,0
60,48,2,5,40,0.47846932,0.8290211925,-0.179280153,1.3550719313,0.4022119195,2.2229063853,0.1175166451,1.9312564328,1,1
30,48,2,5,31,-0.359068539,0.0773195269,0.4580988643,-0.494599776,-0.943604968,-0.602393463,-0.228686335,-0.196280304,,
30,4,2,5,34,0.0202216739,0.4833137811,-0.087053202,-0.865712187,0.6675640293,-0.298782576,0.0721942607,0.2437143181,1,
10,180,2,2,56,-0.41229207,-0.52971602,0.5447635106,-0.597033185,1.2993368242,0.0334147444,1.0909429893,0.4225510535,0,1
60,108,1,5,54,1.3679724229,-0.541184751,-1.112908198,0.2075285248,1.6968752623,0.0623861663,-0.387234326,-0.692938131,0,0
60,120,2,6,34,-0.107515524,-1.149497479,-1.205331553,-0.651274096,0.9466414503,-0.649808182,0.0585974878,0.7660229919,0,1
120,72,1,6,24,-0.737209427,-0.379489097,0.3643684791,0.1340041467,-0.086376383,-0.274470017,0.8281876619,0.3467426477,0,1
180,60,1,6,27,0.4630197084,-0.595161577,-1.392546228,-0.34130482,-0.704286335,-0.208848318,-0.295211698,-0.442439115,0,0
30,72,1,5,25,-0.290930661,-0.142866223,0.4891198415,0.8207106474,-0.312287613,-0.198264777,0.1975961495,-0.85656909,,0
30,72,2,5,29,0.061198884,-0.657096006,0.4218845136,1.4181999896,0.4758899182,-0.335206621,0.6894649639,-0.1429339,0,
120,120,2,5,32,0.042581341,-0.278934782,-0.904807381,0.5314476925,-0.136934771,-0.888006925,0.2134713982,-0.545939625,0,0
60,96,2,6,39,-0.080583535,0.8057295052,0.8402774571,-0.06496189,0.0726053218,0.1443284944,-1.979069285,0.8200309167,1,1
180,144,1,4,47,-0.450689464,-0.733474516,-1.105306957,-0.483925501,0.8079544254,0.8995153952,-1.226730975,1.1216670333,0,1
20,120,2,6,34,0.2404612992,0.4328340242,0.2543222944,0.2980147088,0.5721019675,0.5109429546,0.1597485396,-0.588567453,1,0
150,12,2,2,25,-0.243821149,1.0225775051,0.0280385467,0.4363491823,0.9396773002,-0.333786053,0.0837969417,-0.207814608,1,
60,18,1,5,22,1.5907713948,0.6993170381,0.4173228054,0.5156390374,0.7337286362,-0.651863356,-2.093281771,0.6194833322,1,1
150,65,2,4,40,-0.568334656,0.8572237888,0.1153005625,1.5439457472,-0.918277021,-0.481674081,0.3439298374,1.507661765,1,1
25,24,2,5,28,-0.334948449,0.5126917586,-0.749279551,0.5640342199,-0.104775711,-0.350066725,0.6784163238,0.7794054302,1,1
120,108,2,5,30,-0.158075813,-0.650783935,-0.987569459,-1.634633113,-1.354203474,-0.793002293,-0.494473802,-0.2077066,0,
15,48,2,4,28,0.4683029964,1.2327516115,-0.432581175,-0.607351536,-0.556867499,-1.137872808,-1.087323575,-0.034452729,1,
60,84,2,5,25,1.0392540756,-0.349174551,-1.184459552,0.2618820993,-0.417144368,0.187421323,-0.269137817,0.1315104191,0,
120,72,1,6,26,-0.507527114,-0.824393381,0.9720397739,1.4093808365,1.0967676623,-0.990917873,0.2656035214,-0.60793447,0,0
5,120,1,5,33,-0.28354124,0.5750931841,0.6096757741,0.2938543153,0.6930849322,-0.981058865,0.0137897291,-0.761716812,1,0
90,48,2,5,35,-0.142330505,-1.857039102,1.7813285182,0.6865916359,0.3081933305,0.6439970767,-1.570525979,-0.247625775,0,
120,120,2,5,27,-1.283657231,1.5607592864,-0.887393791,0.1516066081,-0.188537986,0.082299988,1.2342565381,-0.182657714,1,
165,120,1,4,49,-0.85237519,-1.015470254,1.1030540101,0.1707989559,-0.894135445,-0.005035662,1.1902246289,-0.149858292,0,
240,96,2,5,25,0.9770512653,0.4639721355,-0.83660566,-0.707109045,-0.89838651,-1.137173781,-0.387400346,0.4014803977,1,1
20,48,2,5,27,2.2680383818,0.6091135596,-0.337241863,0.8008498131,-0.407267946,-0.126442392,-0.210305654,-0.560109716,1,0
60,72,2,6,33,-0.25913022,-0.15763678,0.3816020119,1.352380164,-0.722211755,-0.574835725,0.4751355922,-0.977133099,,0
180,60,1,5,28,-0.709118479,-0.895374222,-1.192270009,0.8991021171,0.6159343033,-0.838877736,-0.345802175,-0.801664856,0,0
60,36,2,4,28,-0.65827333,0.4002831679,-0.533926418,-0.093245945,0.5801538079,-0.905912292,-0.49228115,-1.272048572,1,0
60,72,2,5,25,-0.326989388,0.5266530692,0.8411919993,-0.838509955,0.5476485299,-0.956751284,-1.192059229,-0.818191836,1,0
75,120,2,5,25,-0.97580822,0.2315136937,-0.982225032,-1.240870394,0.8564317713,-0.320461675,0.9222598631,-1.034266409,,0
60,96,1,6,40,0.2955708017,-0.675893937,0.0648270966,-0.339993938,-0.052456251,-0.033357488,1.4503313343,0.2487726938,0,
180,48,2,5,35,0.4656770619,0.093481849,0.6202995875,-0.332105387,-0.466068302,-0.30867295,0.6333187928,0.0311246057,,
300,60,1,5,34,0.4793080548,0.0656548003,0.384582112,-0.541262227,-0.396708615,0.3905293477,1.0277014011,-0.225508282,,
45,84,1,6,28,0.0217491869,-0.802770804,0.7413342834,0.8141562373,0.6647644143,0.4876676835,-0.242630844,-0.672158237,0,0
120,60,2,6,43,-0.413502322,-1.666164942,-0.130839224,0.0804132792,0.5538421844,0.0389278474,0.0799840847,1.4550166601,0,1
3,60,1,4,75,0.711958731,0.5949609414,-0.299112018,1.0463670902,1.3567844764,3.6239001427,-0.223193469,-0.520789623,1,0
120,120,1,4,55,-0.373150396,-1.457847138,-0.381785224,0.4955991967,-1.287726376,3.9343625789,-0.097376031,-1.240931993,0,0
30,120,1,6,46,-0.961244366,-1.002020667,-0.439812041,0.6309746192,-0.696934461,0.4165154332,1.9280725543,-1.059909314,0,0
60,36,1,6,40,-0.210080306,-0.712937419,-0.113519951,0.3231520172,-0.963354038,0.5758913329,0.5233965222,1.2140172188,0,1
300,72,1,6,28,0.7037477105,-1.179137823,-1.584493031,1.276550906,0.1710274788,0.5642731934,-0.681103777,-0.429380759,0,0
5,24,1,5,48,-0.349105385,0.0641695869,0.6471304308,0.2428590897,0.8478239503,0.0762184418,0.4484472727,0.2171304003,,
1,120,2,6,31,0.5333844265,1.4287523847,1.5090845537,-0.110712235,0.3679329258,-1.430576514,-0.986894918,1.2899788308,1,1
5,48,1,6,57,-0.72157207,-1.042533978,1.0549503227,0.1591991788,1.2160350032,1.2457550819,0.469232958,-0.399866398,0,0
