"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","RT @kiwimemer: late matchy ao bing for my nezha doodle https://t.co/Cr7YZbH2dl",FALSE,0,NA,2019-09-09 12:33:13,FALSE,NA,"1171038852435177473",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Salty_prince",57,TRUE,FALSE,NA,NA
"2","RT @lingtenouttaten: I like the idea of nezha being a rich young master &amp; a complete shitbaby gremlin and ao bing being a pristine classy d…",FALSE,0,NA,2019-09-09 12:33:12,FALSE,NA,"1171038844524756993",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","egirlatsushi",36,TRUE,FALSE,NA,NA
"3","RT @SuperShounen: These Nezha movie posters <U+0001F60D> https://t.co/AsRUCnwu82",FALSE,0,NA,2019-09-09 12:33:07,FALSE,NA,"1171038823645700096",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kailynnplz",227,TRUE,FALSE,NA,NA
"4","RT @fishingforyuu: do you ever just think about nezha tying aobings hair up with two hands then holding his hands with two other hands and…",FALSE,0,NA,2019-09-09 12:32:43,FALSE,NA,"1171038725289021441",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ghost_naz",50,TRUE,FALSE,NA,NA
"5","RT @junowasdead: U try to sit and do important stuff but your head is full with images of Nezha hugging Aobing with all his 6 arms https://…",FALSE,0,NA,2019-09-09 12:31:49,FALSE,NA,"1171038497383309313",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KaigaTagami",196,TRUE,FALSE,NA,NA
"6","RT @kiwimemer: late matchy ao bing for my nezha doodle https://t.co/Cr7YZbH2dl",FALSE,0,NA,2019-09-09 12:31:24,FALSE,NA,"1171038394119421952",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","deucasta",57,TRUE,FALSE,NA,NA
"7","RT @kiwimemer: late matchy ao bing for my nezha doodle https://t.co/Cr7YZbH2dl",FALSE,0,NA,2019-09-09 12:31:05,FALSE,NA,"1171038313609752579",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","centipederella",57,TRUE,FALSE,NA,NA
"8","RT @ahilia_stee: watched #nezha with my friend last night &lt;3
SOOO GOOOD!!! everyone please go watch it if it's in a theatre near you TT
als…",FALSE,0,NA,2019-09-09 12:31:02,FALSE,NA,"1171038299869212672",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","nightstarrydays",166,TRUE,FALSE,NA,NA
"9","<U+3057><U+3087><U+3046><U+306E><U+8CEA><U+554F><U+7BB1><U+3067><U+3059>
<U+6700><U+8FD1><U+56DE><U+7B54><U+3057><U+305F><U+8CEA><U+554F> <U+2192> <U+300C><U+904A><U+622F><U+738B><U+3063><U+3066><U+697D><U+3057><U+3044><U+3067><U+3059><U+3088><U+306D><U+300D>

https://t.co/9sa4EtnOmb",FALSE,0,NA,2019-09-09 12:31:00,FALSE,NA,"1171038291098886144",NA,"<a href=""https://peing.net"" rel=""nofollow"">Peing</a>","Nezha_Sho",0,FALSE,FALSE,NA,NA
"10","RT @evil_lanzhan: i wanna watch nezha :( 

#<U+54EA><U+5412><U+4E4B><U+9B54><U+7AE5><U+964D><U+4E16> #Aobing #Nezha https://t.co/s8xBXZGhRw",FALSE,0,NA,2019-09-09 12:30:14,FALSE,NA,"1171038101604429824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","evil_lanzhan",32,TRUE,FALSE,NA,NA
"11","Will be seeing nezha soon. AT LASTTTTT",FALSE,1,NA,2019-09-09 12:30:07,FALSE,NA,"1171038072118697984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","c_entfanatic",0,FALSE,FALSE,NA,NA
"12","#warframe

<U+65E5><U+672C><U+306E><U+7537><U+6027><U+30C6><U+30F3><U+30CE>114514<U+4EBA><U+306B><U+805E><U+3044><U+305F><U+203C><U+FE0E>

<U+300E>1<U+756A><U+30B7><U+30B3><U+308C><U+308B><U+30D5><U+30EC><U+30FC><U+30E0><U+306F><U+FF1F><U+300F>

<U+7B2C>1<U+4F4D>
<U+300C>NEZHA<U+300D>

<U+9078><U+3093><U+3060><U+7406><U+7531><U+300C><U+3084><U+3063><U+3071><U+30B7><U+30E7><U+30BF><U+300D><U+300C><U+30A8><U+30ED><U+3044><U+300D>

<U+7B2C>2<U+4F4D>
<U+300C>RINO<U+300D>

<U+9078><U+3093><U+3060><U+7406><U+7531><U+300C><U+30AC><U+30BF><U+30A4><U+304C><U+826F><U+3044><U+300D><U+300C><U+62B1><U+304B><U+308C><U+305F><U+3044><U+300D>… https://t.co/crYgvSxPmc",FALSE,0,NA,2019-09-09 12:29:21,TRUE,NA,"1171037877557313536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","12Crysis1",0,FALSE,FALSE,NA,NA
"13","RT @AWDEKO: nezha’s hands will just have to take turns holding aobing’s hands 
#<U+54EA><U+5412><U+4E4B><U+9B54><U+7AE5><U+964D><U+4E16> https://t.co/rkH3hosh4a",FALSE,0,NA,2019-09-09 12:29:11,FALSE,NA,"1171037834599456768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TimeAddicted",847,TRUE,FALSE,NA,NA
"14","i want to watch nezha so bad",FALSE,0,NA,2019-09-09 12:28:50,FALSE,NA,"1171037748557316097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dreamless_spark",0,FALSE,FALSE,NA,NA
"15","RT @checayy: i hate how nezha staff knew exactly what they were doing when they decided to make ao bing so attractive bc they literally men…",FALSE,0,NA,2019-09-09 12:27:41,FALSE,NA,"1171037458189959168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CozyCityWitch",3,TRUE,FALSE,NA,NA
"16","RT @erisa_ee: Trouble Maker<U+597D><U+6587><U+660E>,MMD b<U+7AD9>av66633613<U+5FEB><U+6765><U+770B><U+554A><U+0001F44F><U+0001F606>
<U+4E22><U+4E2A><U+94FE><U+63A5><U+2192> https://t.co/LV209amevg

#Nezha #Aobing #Oubing #<U+85D5><U+997C> https://t.co/fICAqZ7nwJ",FALSE,0,NA,2019-09-09 12:27:22,FALSE,NA,"1171037376707121152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2678Samitar",3,TRUE,FALSE,NA,NA
"17","RT @erisa_ee: #Nezha #Aobing #<U+54EA><U+5412> #<U+6556><U+4E19> <U+5B98><U+65B9>Q<U+7248>,<U+592A><U+0001F251><U+FE0F><U+0001F251><U+FE0F><U+0001F251><U+FE0F><U+4E86>!!! https://t.co/CRjiEppa2Z",FALSE,0,NA,2019-09-09 12:27:10,FALSE,NA,"1171037329659588608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2678Samitar",19,TRUE,FALSE,NA,NA
"18","RT @lingtenouttaten: I like the idea of nezha being a rich young master &amp; a complete shitbaby gremlin and ao bing being a pristine classy d…",FALSE,0,NA,2019-09-09 12:27:00,FALSE,NA,"1171037285959294979",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KamenRideOrDie",36,TRUE,FALSE,NA,NA
"19","RT @ahilia_stee: watched #nezha with my friend last night &lt;3
SOOO GOOOD!!! everyone please go watch it if it's in a theatre near you TT
als…",FALSE,0,NA,2019-09-09 12:26:57,FALSE,NA,"1171037272948408320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fuwaacchi",166,TRUE,FALSE,NA,NA
"20","RT @mkmydinnr: 190908 i had this silly idea for a nezha crossover that wouldn't go away until i drew it, Twin Jade Dragons of Cloud Recesse…",FALSE,0,NA,2019-09-09 12:26:35,FALSE,NA,"1171037183077040128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nawaratthlaing",635,TRUE,FALSE,NA,NA
"21","RT @erisa_ee: <U+6388><U+6743><U+8F6C><U+8F7D>/authorized reproduce
<U+5927><U+85D5><U+5976><U+9F99><U+0001F409>
cr:<U+534A><U+7F50><U+4E4C><U+9F99><U+8336>
https://t.co/g4ADyxMTpj
#Nezha #Aobing #<U+85D5><U+997C> #oubing https://t.co/PwVyAkhnSo",FALSE,0,NA,2019-09-09 12:26:35,FALSE,NA,"1171037182707949570",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2678Samitar",31,TRUE,FALSE,NA,NA
"22","RT @fishingforyuu: do you ever just think about nezha tying aobings hair up with two hands then holding his hands with two other hands and…",FALSE,0,NA,2019-09-09 12:25:57,FALSE,NA,"1171037022590517248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CozyCityWitch",50,TRUE,FALSE,NA,NA
"23","RT @ahilia_stee: watched #nezha with my friend last night &lt;3
SOOO GOOOD!!! everyone please go watch it if it's in a theatre near you TT
als…",FALSE,0,NA,2019-09-09 12:25:44,FALSE,NA,"1171036965413609473",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","books_and_films",166,TRUE,FALSE,NA,NA
"24","9D786345 :Battle ID
I need backup!
Lvl 100 Nezha
https://t.co/jYC6BIKxD0",FALSE,0,NA,2019-09-09 12:25:29,FALSE,NA,"1171036902624919553",NA,"<a href=""http://granbluefantasy.jp/"" rel=""nofollow""><U+30B0><U+30E9><U+30F3><U+30D6><U+30EB><U+30FC> <U+30D5><U+30A1><U+30F3><U+30BF><U+30B8><U+30FC></a>","Zap_GBF",0,FALSE,FALSE,NA,NA
"25","RT @SuperShounen: These Nezha movie posters <U+0001F60D> https://t.co/AsRUCnwu82",FALSE,0,NA,2019-09-09 12:24:53,FALSE,NA,"1171036751420416001",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pinyaapples",227,TRUE,FALSE,NA,NA
"26","RT @erisa_ee: <U+6388><U+6743><U+8F6C><U+8F7D>/authorized reproduce
cr:<U+4F0A><U+5439><U+9E21><U+817F><U+5B50>
https://t.co/n6o2CafbAW
#Nezha #<U+54EA><U+5412> https://t.co/lcL2gvzMVU",FALSE,0,NA,2019-09-09 12:24:50,FALSE,NA,"1171036741383254017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","2678Samitar",19,TRUE,FALSE,NA,NA
"27","RT @ahilia_stee: watched #nezha with my friend last night &lt;3
SOOO GOOOD!!! everyone please go watch it if it's in a theatre near you TT
als…",FALSE,0,NA,2019-09-09 12:24:49,FALSE,NA,"1171036737713270784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","heichou467",166,TRUE,FALSE,NA,NA
"28","RT @kiwimemer: late matchy ao bing for my nezha doodle https://t.co/Cr7YZbH2dl",FALSE,0,NA,2019-09-09 12:24:21,FALSE,NA,"1171036617483718657",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CozyCityWitch",57,TRUE,FALSE,NA,NA
"29","i couldn't get this out of my head all day #aobing #nezha #<U+54EA><U+5412><U+4E4B><U+9B54><U+7AE5><U+964D><U+4E16> #oubing #<U+85D5><U+997C> https://t.co/nJbiGatGUM",FALSE,0,NA,2019-09-09 12:22:18,FALSE,NA,"1171036103521882112",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","s_Whiskeyjack",0,FALSE,FALSE,NA,NA
"30","RT @lingtenouttaten: I like the idea of nezha being a rich young master &amp; a complete shitbaby gremlin and ao bing being a pristine classy d…",FALSE,0,NA,2019-09-09 12:22:13,FALSE,NA,"1171036081095151617",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CozyCityWitch",36,TRUE,FALSE,NA,NA
"31","RT @kiwimemer: late matchy ao bing for my nezha doodle https://t.co/Cr7YZbH2dl",FALSE,0,NA,2019-09-09 12:22:12,FALSE,NA,"1171036076854718464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","angremaruu",57,TRUE,FALSE,NA,NA
"32","RT @owlsintophats: the perks of having a best friend with 6 arms
#nezha https://t.co/UODNU6vF96",FALSE,0,NA,2019-09-09 12:21:59,FALSE,NA,"1171036024916643846",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","takat0ki",331,TRUE,FALSE,NA,NA
"33","2370F173 :Battle ID
I need backup!
Lvl 100 Nezha
https://t.co/jYC6BIKxD0",FALSE,0,NA,2019-09-09 12:21:04,FALSE,NA,"1171035791495032837",NA,"<a href=""http://granbluefantasy.jp/"" rel=""nofollow""><U+30B0><U+30E9><U+30F3><U+30D6><U+30EB><U+30FC> <U+30D5><U+30A1><U+30F3><U+30BF><U+30B8><U+30FC></a>","Zap_GBF",0,FALSE,FALSE,NA,NA
"34","RT @kiwimemer: late matchy ao bing for my nezha doodle https://t.co/Cr7YZbH2dl",FALSE,0,NA,2019-09-09 12:20:11,FALSE,NA,"1171035572686639105",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hamochikins",57,TRUE,FALSE,NA,NA
"35","RT @rollround: Making some oubing snacks (mostly to feed myself)! They're available for preorder here: https://t.co/3tT5z39CC0

#nezha #oub…",FALSE,0,NA,2019-09-09 12:20:07,FALSE,NA,"1171035551895621632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","okayesttrash",45,TRUE,FALSE,NA,NA
"36","me counting the seconds till the nezha sequel comes out",FALSE,0,NA,2019-09-09 12:19:43,FALSE,NA,"1171035453690122243",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wifixian",0,FALSE,FALSE,NA,NA
"37","RT @laji_tong: chim today: u gotta watch nezha one more time, 4 is an unlucky number

me: fuck",FALSE,0,NA,2019-09-09 12:18:38,FALSE,NA,"1171035180200603648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KurinaKureina",2,TRUE,FALSE,NA,NA
"38","RT @ahilia_stee: watched #nezha with my friend last night &lt;3
SOOO GOOOD!!! everyone please go watch it if it's in a theatre near you TT
als…",FALSE,0,NA,2019-09-09 12:18:32,FALSE,NA,"1171035155252879365",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Undeciria",166,TRUE,FALSE,NA,NA
"39","RT @erisa_ee: <U+6388><U+6743><U+8F6C><U+8F7D>/authorized reproduce
cr:<U+4E56><U+96E2><U+96E2><U+96E2><U+96E2>_
https://t.co/qq4caoWV0D
#Nezha #Aobing #<U+85D5><U+997C> #oubing https://t.co/csn9sMGHmK",FALSE,0,NA,2019-09-09 12:17:54,FALSE,NA,"1171034998054387712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ekstuhsea",33,TRUE,FALSE,NA,NA
"40","RT @ahilia_stee: watched #nezha with my friend last night &lt;3
SOOO GOOOD!!! everyone please go watch it if it's in a theatre near you TT
als…",FALSE,0,NA,2019-09-09 12:17:52,FALSE,NA,"1171034985920417795",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pepper0toni",166,TRUE,FALSE,NA,NA
"41","RT @AWDEKO: nezha’s hands will just have to take turns holding aobing’s hands 
#<U+54EA><U+5412><U+4E4B><U+9B54><U+7AE5><U+964D><U+4E16> https://t.co/rkH3hosh4a",FALSE,0,NA,2019-09-09 12:17:12,FALSE,NA,"1171034817984630786",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Xaeynth",847,TRUE,FALSE,NA,NA
"42","RT @kiwimemer: late matchy ao bing for my nezha doodle https://t.co/Cr7YZbH2dl",FALSE,0,NA,2019-09-09 12:17:10,FALSE,NA,"1171034813282701312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ziana_furestia",57,TRUE,FALSE,NA,NA
"43","RT @ahilia_stee: watched #nezha with my friend last night &lt;3
SOOO GOOOD!!! everyone please go watch it if it's in a theatre near you TT
als…",FALSE,0,NA,2019-09-09 12:17:01,FALSE,NA,"1171034773956857857",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","miixiu",166,TRUE,FALSE,NA,NA
"44","RT @kiwimemer: late matchy ao bing for my nezha doodle https://t.co/Cr7YZbH2dl",FALSE,0,NA,2019-09-09 12:16:57,FALSE,NA,"1171034758136119296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarikaRaja",57,TRUE,FALSE,NA,NA
"45","RT @ahilia_stee: watched #nezha with my friend last night &lt;3
SOOO GOOOD!!! everyone please go watch it if it's in a theatre near you TT
als…",FALSE,0,NA,2019-09-09 12:16:55,FALSE,NA,"1171034746677121027",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mandaline_",166,TRUE,FALSE,NA,NA
"46","1A6E3292 :Battle ID
I need backup!
Lvl 100 Nezha
https://t.co/7uCCbY5Mub",FALSE,0,NA,2019-09-09 12:15:49,FALSE,NA,"1171034472306769921",NA,"<a href=""http://granbluefantasy.jp/"" rel=""nofollow""><U+30B0><U+30E9><U+30F3><U+30D6><U+30EB><U+30FC> <U+30D5><U+30A1><U+30F3><U+30BF><U+30B8><U+30FC></a>","CitradiHanson",0,FALSE,FALSE,NA,NA
"47","RT @kiwimemer: late matchy ao bing for my nezha doodle https://t.co/Cr7YZbH2dl",FALSE,0,NA,2019-09-09 12:15:32,FALSE,NA,"1171034401825873920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","haltiamieli",57,TRUE,FALSE,NA,NA
"48","RT @kiwimemer: late matchy ao bing for my nezha doodle https://t.co/Cr7YZbH2dl",FALSE,0,NA,2019-09-09 12:15:32,FALSE,NA,"1171034399078408192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","athenongs",57,TRUE,FALSE,NA,NA
